system:index,construction_year,count,latitude,longitude,presence,zone,.geo
+1715499+644135,2020,10,28.931815776816393,77.05288120594143,0.9237499833106995,7367994922095654,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05288120594143,28.931815776816393]}"
+1715499+644187,2020,2,28.93417385443721,77.05294857958773,0.5093749761581421,7368007806997595,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05294857958773,28.93417385443721]}"
+1715503+644060,2020,5,28.928415653466004,77.05313273422098,0.3995312452316284,7368024986866650,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05313273422098,28.928415653466004]}"
+1715504+644010,2020,3,28.92619382032995,77.05318064436948,0.39656248688697815,7368029281833897,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05318064436948,28.92619382032995]}"
+1715505+643943,2020,13,28.92313148656011,77.053257807349,0.8871874809265137,7368033576801124,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.053257807349,28.92313148656011]}"
+1715511+644012,2020,30,28.92615639052644,77.05348307718178,0.8133593797683716,7368055051637669,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05348307718178,28.92615639052644]}"
+1715511+644056,2020,47,28.928021350395547,77.05357883376846,0.28453123569488525,7368055051637711,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05357883376846,28.928021350395547]}"
+1715520+644464,2020,2,28.946615521122265,77.05389181063606,0.47382813692092896,7368098001311088,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05389181063606,28.946615521122265]}"
+1715523+644053,2020,2,28.928132684151503,77.05404901581079,0.2882031202316284,7368115181179860,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05404901581079,28.928132684151503]}"
+1715524+644463,2020,1,28.94657060535806,77.054093931575,0.3646875023841858,7368119476147567,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.054093931575,28.94657060535806]}"
+1715526+644283,2020,3,28.938440852036777,77.0541837631034,0.515625,7368128066081977,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.0541837631034,28.938440852036777]}"
+1715527+644000,2020,8,28.925752148648588,77.0541613052213,0.5210156440734863,7368119476147103,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.0541613052213,28.925752148648588]}"
+1715527+644561,2020,1,28.950972350250243,77.0542286788676,0.5146874785423279,7368132361049553,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.0542286788676,28.950972350250243]}"
+1715528+644017,2020,60,28.926493258757986,77.05384689487185,0.9771093726158142,7368055051637679,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05384689487185,28.926493258757986]}"
+1715528+644049,2020,24,28.927930563212577,77.05411638945709,0.9523437023162842,7368106591245263,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05411638945709,28.927930563212577]}"
+1715528+644065,2020,64,28.928644302778164,77.05381952432805,0.7924218773841858,7368050756670430,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05381952432805,28.928644302778164]}"
+1715529+644060,2020,36,28.928294879966693,77.05423117418783,0.8082812428474426,7368123771114452,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05423117418783,28.928294879966693]}"
+1715530+644561,2020,8,28.950927434486037,77.05437465510127,0.7015625238418579,7368140950984143,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05437465510127,28.950927434486037]}"
+1715532+644437,2020,2,28.9454027954887,77.05443079980654,0.583203136920929,7368149540918613,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05443079980654,28.9454027954887]}"
